genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,35052,28,1,0.16237478,0.12962046,0.100268565,0.194490134716034,2.8130419254303,20,3942.11489257813,3020.45092773438,141,0,0,141,405.864375,6.9540625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,34485,7,2,0.19963236,0.16847095,0.13259254,0.194490134716034,2.8130419254303,7,4096.41354980469,3018.92296142578,589,0,0,589,1100.59328125,49.08484375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10622,1,5,0.18861683,0.15234411,0.107773945,0.194490134716034,2.8130419254303,19,639.476934814453,2645.92652587891,94,0,0,94,745.078125,5.82515625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10227,2,1,0.12448284,0.10919553,0.10732075,0.194490134716034,2.8130419254303,3,587.931469726563,2947.47626953125,147,0,0,147,252.4234375,5.91546875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30686,2,1,0.15039094,0.12390964,0.1135276,0.194490134716034,2.8130419254303,7,5171.40207519531,2852.30552978516,480,0,0,480,759.9796875,20.72671875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,16979,7,2,0.14024761,0.13257578,0.13187104,0.194490134716034,2.8130419254303,14,4180.40043945313,3046.72310791016,354,0,0,354,693.91609375,26.68734375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,27605,12,1,0.23400617,0.10884865,0.10287195,0.194490134716034,2.8130419254303,5,1076.544921875,3476.27338867187,335,0,0,335,846.54421875,8.08296875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,36532,12,15,0.1765723,0.16111012,0.11337441,0.194490134716034,2.8130419254303,1,3420.94826660156,2629.9962890625,415,0,0,415,1170.49515625,58.02578125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30489,1,12,0.1347175,0.120915204,0.09774966,0.194490134716034,2.8130419254303,13,5189.11345214844,3369.82313232422,310,0,0,311,630.02,36.7571875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,16717,2,7,0.16500062,0.16327299,0.1602435,0.194490134716034,2.8130419254303,7,4237.49487304687,2778.43604736328,345,0,0,345,646.7278125,6.45734375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,7275,2,7,0.17768236,0.12596653,0.107209615,0.194490134716034,2.8130419254303,2,1786.78404541016,3267.53177490234,232,0,0,232,617.4665625,27.81625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,35541,1,7,0.1504548,0.12608777,0.11594721,0.194490134716034,2.8130419254303,18,3875.51481933594,2639.49259033203,282,1,0,283,715.32015625,18.10765625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,2501,2,1,0.12903568,0.121633604,0.109283544,0.194490134716034,2.8130419254303,14,3311.76580810547,2601.46007080078,159,0,0,159,484.3459375,25.7390625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,17401,1,2,0.17011714,0.112389736,0.077330366,0.194490134716034,2.8130419254303,1,4287.45935058594,2676.74296875,202,0,0,202,696.49,20.18484375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,16521,1,2,0.15673918,0.12565713,0.10058352,0.194490134716034,2.8130419254303,14,4633.60400390625,2753.01179199219,138,0,0,138,322.09953125,5.64453125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,31992,5,15,0.15138265,0.14961964,0.09412119,0.194490134716034,2.8130419254303,12,3341.39378662109,2414.30318603516,261,2,0,263,800.16875,9.6634375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,21712,5,1,0.1122532,0.11200132,0.09271512,0.194490134716034,2.8130419254303,15,5410.86633300781,798.072491455078,85,0,0,85,370.14578125,5.10265625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,9502,1,2,0.17296635,0.14167349,0.07723053,0.194490134716034,2.8130419254303,1,4619.54538574219,898.683874511719,185,0,0,186,503.3115625,7.4959375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,9247,1,12,0.18146665,0.1292737,0.08702992,0.194490134716034,2.8130419254303,15,4697.59140625,1465.05759277344,209,0,0,209,737.71765625,13.7275,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,35567,7,1,0.23998642,0.1277157,0.10230843,0.194490134716034,2.8130419254303,7,3802.16953125,2639.77377929688,261,1,0,262,881.08875,15.6240625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,32013,1,5,0.13614804,0.12652512,0.081057586,0.194490134716034,2.8130419254303,12,3355.4447265625,2487.28759765625,139,0,0,139,493.42234375,14.269375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,26501,2,1,0.14446884,0.124498524,0.11350388,0.194490134716034,2.8130419254303,2,5253.32622070313,2522.33287353516,148,0,0,148,478.06921875,8.9409375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,26502,1,5,0.21234088,0.12624846,0.098021105,0.194490134716034,2.8130419254303,5,5354.08193359375,2496.05280761719,124,0,0,124,666.28046875,5.41875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,9367,1,2,0.15174383,0.11956699,0.09483286,0.194490134716034,2.8130419254303,1,4410.05649414062,900.109637451172,246,0,0,246,663.074375,9.3925,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,20266,1,5,0.17120801,0.13692036,0.10179323,0.194490134716034,2.8130419254303,14,3078.48978271484,2727.51531982422,148,0,0,148,622.56921875,8.26359375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10835,9,5,0.20866656,0.107827984,0.10641057,0.194490134716034,2.8130419254303,28,2782.89086914063,513.881289672852,6,0,0,6,839.8159375,7.27015625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30817,1,5,0.1695785,0.14256956,0.08815523,0.194490134716034,2.8130419254303,28,5413.63215332031,2689.55833740234,179,0,0,179,515.54890625,14.269375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,17317,12,2,0.12936786,0.12705706,0.12340239,0.194490134716034,2.8130419254303,14,4670.51135253906,2599.18399658203,381,0,0,381,869.348125,44.1628125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Whole Split - Clean Data
