genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,31124,1,2,0.10829676,0.09346386,0.076659,0.152549341,2.9300704,14,2042.326086,685.8653839,2,0,0,2,225.05875,9.1215625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,1668,1,3,0.091474704,0.084178284,0.078231156,0.152549341,2.9300704,15,408.1367554,3507.192969,183,0,0,183,585.3153125,19.64296875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,31129,3,1,0.09816756,0.09337112,0.09201501,0.152549341,2.9300704,1,2054.568494,773.5474701,0,0,0,0,578.5870313,7.36046875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,19782,1,3,0.0840552,0.08166926,0.07489535,0.152549341,2.9300704,15,1512.666931,1310.377203,173,0,0,173,532.2567188,11.51484375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,34368,3,1,0.09689362,0.09424275,0.09034092,0.152549341,2.9300704,5,2076.237061,993.3311462,87,0,0,87,318.803125,4.47046875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,1,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10251,1,3,0.09189315,0.08738567,0.0858768,0.152549341,2.9300704,15,636.1810059,3304.00271,164,0,0,164,363.236875,8.9409375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10466,3,1,0.100157306,0.089020126,0.0885235,0.152549341,2.9300704,5,723.8481506,2840.513647,194,0,0,194,470.70875,8.850625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,1,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,26502,1,3,0.10251411,0.085508205,0.083742246,0.152549341,2.9300704,5,5354.081934,2496.052808,124,0,0,124,666.2804688,5.41875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,1,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,33324,9,3,0.1037963,0.100434,0.09219339,0.152549341,2.9300704,3,2470.522095,1267.229327,110,0,0,110,574.1165625,4.69625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10725,9,3,0.10279919,0.10242603,0.09547436,0.152549341,2.9300704,15,531.4348999,3163.183899,141,0,0,142,364.3657813,5.73484375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30099,9,1,0.11035742,0.093661435,0.08562811,0.152549341,2.9300704,20,5191.74231,2641.083643,168,0,0,168,517.0390625,5.10265625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,21631,13,12,0.13043132,0.123999916,0.07451975,0.152549341,2.9300704,17,2522.469214,2667.312866,117,0,0,117,163.5559375,57.619375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,23408,2,13,0.17268491,0.10003441,0.07203327,0.152549341,2.9300704,3,857.3828705,1839.378833,220,0,0,220,185.863125,46.24,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,733,8,1,0.11143642,0.09242247,0.075826995,0.152549341,2.9300704,9,4686.229297,843.2973267,83,0,0,83,68.95359375,40.68578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15214,13,12,0.17810775,0.17743514,0.0669781,0.152549341,2.9300704,19,4850.058081,2690.243982,105,0,0,105,160.4853125,51.34265625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35613,4,2,0.09588171,0.08581636,0.075007506,0.152549341,2.9300704,7,3705.222217,2728.760022,301,0,0,301,321.1060938,44.38859375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5725,13,4,0.22890659,0.10798179,0.059538946,0.152549341,2.9300704,17,2353.366943,3279.064465,144,0,0,145,150.9121875,52.4715625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1384,2,9,0.1753065,0.09909045,0.09711689,0.152549341,2.9300704,5,3296.121118,809.2889221,45,0,0,45,78.6621875,17.11421875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,949,13,4,0.14243318,0.083969705,0.07213615,0.152549341,2.9300704,5,1908.929626,3509.675732,108,0,0,108,162.4270313,50.3040625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1872,13,8,0.14196725,0.105968215,0.082408994,0.152549341,2.9300704,17,4966.829736,3247.072009,136,0,0,136,116.503125,41.8146875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14751,13,4,0.15388006,0.07660618,0.076190986,0.152549341,2.9300704,20,4882.194556,3099.812415,121,0,0,121,128.4695313,52.561875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,18636,13,4,0.12370608,0.089865215,0.08445367,0.152549341,2.9300704,17,2764.888965,2404.898608,56,0,0,56,122.3734375,23.2103125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,33793,9,13,0.22537264,0.09422966,0.08242301,0.152549341,2.9300704,5,2092.802307,1636.329895,40,0,0,40,64.43796875,12.101875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,23622,13,12,0.11579878,0.10119201,0.098973304,0.152549341,2.9300704,19,2926.119812,3472.51604,32,0,0,32,37.97640625,15.39828125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,8535,4,1,0.11311873,0.08183624,0.073463835,0.152549341,2.9300704,22,1964.937903,3444.157458,157,0,0,157,145.8095313,33.18984375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5430,13,9,0.21438493,0.10905308,0.07077972,0.152549341,2.9300704,11,3819.196924,3465.744263,173,0,0,173,67.55375,20.00421875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30945,13,2,0.23078819,0.17314522,0.06613295,0.152549341,2.9300704,19,5047.692627,2736.071558,108,0,0,108,81.05546875,27.09375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,31467,2,1,0.11048966,0.100652084,0.07165236,0.152549341,2.9300704,2,3810.462012,1985.641504,62,0,0,62,87.19671875,16.97875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1133,4,13,0.120759025,0.091724776,0.07436689,0.152549341,2.9300704,2,4167.985791,1692.40437,90,0,0,90,146.5320313,37.16359375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14959,13,4,0.1306954,0.11174408,0.06878463,0.152549341,2.9300704,13,4632.142236,2994.675964,85,0,0,85,177.1479688,34.499375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14749,13,12,0.18464921,0.12684378,0.073022105,0.152549341,2.9300704,17,4928.973193,3083.544336,220,0,0,220,207.176875,95.77640625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,7493,4,1,0.09355696,0.08323914,0.07500392,0.152549341,2.9300704,4,1823.723767,2750.629468,246,0,0,247,196.5651563,60.64484375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15405,1,4,0.0748252,0.07065006,0.07014298,0.152549341,2.9300704,13,4573.9052,3251.276147,60,0,0,60,85.255,11.15359375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6118,13,9,0.17197104,0.1434418,0.097415574,0.152549341,2.9300704,17,2364.261511,2927.907385,60,0,0,60,66.96671875,23.43609375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,34149,9,2,0.22361471,0.14031476,0.08821492,0.152549341,2.9300704,3,1797.67135,1675.668231,63,0,0,63,68.27625,19.9590625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14775,13,4,0.120703064,0.09689649,0.07726512,0.152549341,2.9300704,11,4750.405127,3239.090808,276,0,0,276,217.8789063,64.0315625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,23632,9,2,0.099568285,0.08878643,0.07987352,0.152549341,2.9300704,2,2942.386646,3479.569629,114,1,0,115,251.2042188,35.4025,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35420,12,9,0.10115535,0.092051715,0.08935544,0.152549341,2.9300704,28,3791.498877,2931.924341,179,0,0,179,101.8725,47.0528125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,12715,13,12,0.121587336,0.08240461,0.08071362,0.152549341,2.9300704,12,4474.307861,2440.08479,376,0,0,376,150.28,100.3371875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5718,13,1,0.17480394,0.14437829,0.056612525,0.152549341,2.9300704,17,2342.305115,3270.479797,106,0,0,106,104.943125,34.27359375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,67,13,4,0.12634522,0.1094204,0.06769449,0.152549341,2.9300704,20,2159.434546,2533.395325,24,1,0,25,37.8409375,8.9409375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5665,13,4,0.13304822,0.08424976,0.07099345,0.152549341,2.9300704,2,2423.964465,2671.601465,123,1,0,125,193.63,32.5125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35877,13,12,0.15694357,0.15383053,0.09355136,0.152549341,2.9300704,24,3542.666772,2942.03573,550,0,0,550,174.3482813,107.6073438,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,7300,4,2,0.11907769,0.080197334,0.07642395,0.152549341,2.9300704,22,1830.285327,3352.58988,136,0,0,136,125.2634375,19.01078125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35929,13,2,0.1914267,0.14127336,0.08582387,0.152549341,2.9300704,7,3481.326282,2892.154675,144,0,0,144,62.9478125,24.20375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,21628,13,8,0.19059984,0.11789889,0.06517881,0.152549341,2.9300704,17,2521.395923,2658.532507,125,0,0,125,101.3757813,53.78109375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,22439,2,4,0.12611988,0.101043336,0.08119326,0.152549341,2.9300704,16,1229.847693,2303.926868,93,0,0,93,116.0967188,14.40484375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5557,9,2,0.17670168,0.10451734,0.09449802,0.152549341,2.9300704,9,2418.51604,3090.744019,257,0,0,258,211.7376563,51.9296875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,25268,13,9,0.14918153,0.12124476,0.08656404,0.152549341,2.9300704,5,1343.470032,3258.243408,65,0,0,65,72.38546875,33.9575,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,22724,2,4,0.12705305,0.07945494,0.072865054,0.152549341,2.9300704,3,1105.005914,1866.728455,364,0,0,365,310.1782813,58.341875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,34781,1,2,0.115867235,0.08041435,0.074718215,0.152549341,2.9300704,7,3761.40647,3092.067163,162,0,0,162,125.6698438,32.2415625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,9217,13,4,0.07542822,0.07531294,0.07353809,0.152549341,2.9300704,3,4604.859229,1338.401575,110,0,0,110,86.65484375,17.29484375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,8381,13,12,0.14999242,0.113724455,0.07776749,0.152549341,2.9300704,17,2301.919531,3459.414709,109,0,0,109,95.37,45.56265625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Raw Data
