genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,36521,1,7,0.16104512,0.10476616,0.10035809,0.186129391,2.94544363,20,3454.027087,2583.978418,198,0,0,198,493.6932813,18.42375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,15259,7,2,0.19773027,0.1790274,0.16977645,0.186129391,2.94544363,11,4871.196021,2954.30553,76,0,0,76,435.30625,17.0690625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,2255,2,12,0.16824828,0.16055591,0.15570033,0.186129391,2.94544363,1,3202.757458,2540.366736,279,0,0,279,757.1348438,38.69890625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10066,2,12,0.17454275,0.14587203,0.13910575,0.186129391,2.94544363,23,4277.896851,1380.778204,413,0,0,413,681.0465625,31.65453125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,20272,9,1,0.20971258,0.103883795,0.09952367,0.186129391,2.94544363,28,3123.521106,2662.811145,179,0,0,179,794.8403125,12.68890625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,20298,4,2,0.10207444,0.09566781,0.08940967,0.186129391,2.94544363,14,3048.497607,2774.732654,461,0,0,461,1099.735313,60.10296875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,17246,2,7,0.17514247,0.112034395,0.10059688,0.186129391,2.94544363,7,4364.809766,2752.700098,235,1,0,236,517.31,27.7259375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,36319,1,2,0.18412162,0.1048683,0.100762896,0.186129391,2.94544363,11,3584.960498,2823.763708,148,0,0,148,358.5857813,7.9475,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10751,1,2,0.13352425,0.13057049,0.07859926,0.186129391,2.94544363,15,509.6841034,3213.433716,227,0,0,228,667.0029688,24.88109375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,17401,7,3,0.13235755,0.11083871,0.09038087,0.186129391,2.94544363,1,4287.459351,2676.742969,202,0,0,202,696.49,20.18484375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Clean Data
